,document_id,extract_number,extract_text
129,CREC-2005-09-21-pt1-PgD944,1,"Committee on Environment and Public Works: Subcommittee on Fisheries, Wildlife, and Water concluded a hearing to examine the Endangered Species Act and the role of States, Tribes and local governments, focusing on areas where the law may be strengthened or new programs created to encourage species recovery at all levels of government, after receiving testimony from Colorado State Representative Cory Gardner, Denver; Billy Frank, Jr., Northwest Indian Fisheries Commission, Olympia, Washington; Michael A. Pasteris, Forest Preserve District of Will County, Joliet, Illinois, on behalf of the National Association of Counties; John Baughman, International Association of Fish and Wildlife Agencies, Washington, D.C.; Bill Burnham, The Peregrine Fund, Boise, Idaho; Robert P. Davison, Wildlife Management Institute, Corvallis, Oregon; and Dwayne Shaw, Downeast Salmon Federation/ Downeast Rivers Land Trust, Columbia Falls, Maine."
130,CREC-1998-07-10-pt1-PgD742-4,1,"House Committees Committee on Appropriations, July 14, to mark up the Labor, Health and Human Services, and Education appropriations for fiscal year 1999, 1 p.m., 2358 Rayburn. July 15, to mark up the Commerce, Justice, State, and Judiciary appropriations for fiscal year 1999, 9:30 a.m., 2359 Rayburn. Committee on Banking and Financial Services, July 15, to continue markup of H.R. 219, Homeowners’ Insurance Availability Act of 1997, 10 a.m., 2128 Rayburn. July 16, Subcommittee on Financial Institutions and Consumer Credit, hearing on streamlining bank regulatory oversight, 9:30 a.m., 2128 Rayburn. July 17, full Committee, hearing on H.R. 4062, Financial Derivatives Supervisory Improvement Act of 1998, 10 a.m., 2128 Rayburn. Committee on Commerce, July 15, Subcommittee on Energy and Power, hearing on Electronic Commerce: The Energy Industry in the Electronic Age, 11 a.m., 2123 Rayburn. Committee on Education and the Workforce, July 14, Subcommittee on Oversight and Investigations, hearing on ‘‘The Administration’s Proposed Contracting Regulations: ‘Good Government’ or ‘Blacklisting’?’’ 1 p.m., 2175 Rayburn. July 15, Subcommittee on Employer-Employee Relations, hearing on Pension Fairness for NBA Pioneers, 1:30 p.m., 2175 Rayburn. July 16, Subcommittee on Workforce Protections, hearing on H.R. 2710, Rewarding Performance in Compensation Act, 10:30 a.m., 2175 Rayburn. July 17, Subcommittee on Oversight and Investigations, to mark up a report on ‘‘Education at a Crossroads: What Works and What’s Wasted in Education Today’’, 9:30 a.m., 2175 Rayburn. Committee on Government Reform and Oversight, July 14, Subcommittee on Government Management, Information, and Technology, hearing on H.R. 4007 and S. 1379, Nazi War Crimes Disclosure Act, 10 a.m., and to hold an oversight hearing on the Federal Advisory Committee Act, 2 p.m., 2154 Rayburn. July 15, Subcommittee on the District of Columbia, hearing on Washington Convention Center Authority, 9 a.m., 2247 Rayburn. July 15, Subcommittee on National Economic Growth, Natural Resources, and Regulatory Affairs, to continue hearings on ‘‘The Kyoto-Protocol: Is the Clinton-Gore Administration Selling Out Americans?’’ (Part V), 10 a.m., 2154 Rayburn. July 16, Subcommittee on Civil Service, to mark up pending business, 9 a.m., 2247 Rayburn. July 16, Subcommittee on Human Resources, oversight hearing on Early Childhood Interventions: Public-Private Partnerships, 9:30 a.m., 2154 Rayburn. Committee on International Relations, July 15, Subcommittee on Africa, hearing on Combating International Crime in Africa, 1 p.m., 2255 Rayburn. July 16, full Committee, hearing on U.S.-Russian Relations, 10 a.m., 2172 Rayburn. July 16, Subcommittee on Asia, to mark up H.Res. 459, commemorating 50 years of relations between the United States and the Republic of Korea, 9:30 a.m., 2172 Rayburn. Committee on the Judiciary, July 14, Subcommittee on the Constitution, hearing on H.R. 4019, Religious Liberty Protection Act of 1998, 9:30 a.m., and to hold a hearing on H.R. 4006, Lethal Drug Abuse Prevention Act of 1998, 2 p.m., 2237 Rayburn. July 16, full Committee, to mark up pending business, 10 a.m., 2141 Rayburn. July 17, Subcommittee on the Constitution, oversight hearing on the Civil Rights Division of the Department of Justice, 9:30 a.m., 2237 Rayburn. July 17, Subcommittee on Crime, oversight hearing addressing the civil application of the Racketeering Influenced Corrupt Organization Act (RICO) to nonviolent advocacy groups, 9:30 a.m., 2226 Rayburn. Committee on National Security, July 16, hearing on the findings and conclusions of the Commission to Assess the Ballistic Missile Threat to the United States, 9:30 a.m., 2118 Rayburn. Committee on Resources, July 15, oversight hearing on Endangered Species Act, 2 p.m., 1324 Longworth. July 16, Subcommittee on Fisheries Conservation, Wildlife and Oceans, to mark up H.R. 1481, Great Lakes Fish and Wildlife Restoration Act of 1997 and to hold an oversight hearing on Pilot Program to Control NonIndigenous Species Nutria at the Blackwater National Wildlife Refuge in Maryland, 2 p.m., 1334 Longworth. July 16, Subcommittee on Forests and Forest Health, oversight hearing on Regional Haze, 10 a.m., 1334 Longworth. July 16, Subcommittee on National Parks and Public Lands, hearing on the following bills: H.R. 3981, to modify the boundaries of the George Washington Birthplace National Monument; H.R. 4109, to authorize the Gateway Visitor Center at Independence National Historical Park; H.R. 4141, to amend the Act authorizing the establishment of the Chattahoochee River National Recreation Area to modify the boundaries of the Area, and to provide for the protection of lands, waters, and natural, cultural, and scenic resources within the national recreation area; and H.R. 4158, National Park Enhancement and Protection Act, 10 a.m., 1324 Longworth. Committee on Rules, July 14, to consider the following: H.R. 3682, Child Custody Protection Act; and H.R. 3267, Sonny Bono Memorial Salton Sea Reclamation Act, 2 p.m., H–313 Capitol. Committee on Science, July 15, Subcommittee on Energy and Environment, oversight hearing on the Science of Risk Assessment: Implications for Federal Regulation, 10 a.m., 2318 Rayburn. Committee on Small Business, July 15, hearing on the Impact of the Year 2000(Y2K) Computer Problem on Small Businesses, 11 a.m., 2360 Rayburn. July 16, Subcommittee on Empowerment, hearing on the social and economic costs of teenage pregnancy, 10 a.m., 2360 Rayburn. July 16, Subcommittee on Government Programs and Oversight, hearing with respect to the SBA’s Proposed New Automated Loan Monitoring System, 2 p.m., 2360 Rayburn."
131,CREC-2017-09-08-pt1-PgD946-3,1,"H. Res. 509, the rule providing for consideration of the Senate amendment to the House amendment to the Senate amendment to the bill (H.R. 601) was agreed to by voice vote, after the previous question was ordered without objection. Pages H7187–91 Department of the Interior, Environment, and Related Agencies Appropriations Act, 2018: The House considered H.R. 3354, making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018. Further proceedings were postponed. Pages H7197–H7200, H7201–08 Agreed to: Pearce amendment (No. 63 printed in H. Rept. 115–297) that was debated on September 7th that prevents funds from being used to implement the Bureau of Land Management’s ‘‘Waste Prevention, Production Subject to Royalties, and Resource Conservation’’ rule (by a recorded vote of 216 ayes to 186 noes, Roll No. 484); and Pages H7199–H7200 Smith (MO) amendment (No. 72 printed in H. Rept. 115–297) that restricts federal agencies from using funds to pay legal fees under any lawsuit settlement regarding a case that arises under the Clean Air Act, the Clean Water Act, and the Endangered Species Act. Pages H7202–03 Rejected: Blackburn amendment (No. 55 printed in H. Rept. 115–297) that was debated on September 7th that sought to call for 1% across the board cuts (by a recorded vote of 156 ayes to 248 noes, Roll No. 481); Pages H7197–98 Palmer amendment (No. 56 printed in H. Rept. 115–297) that was debated on September 7th that"
132,CREC-2005-07-18-pt1-PgD770-2,1,"2005, and S. 147, Native Hawaiian Government Reorganization Act of 2005, 2 p.m., 2141 Rayburn. Subcommittee on the Constitution, hearing on H. Res. 97, Expressing the sense of the House of Representatives that judicial determinations regarding the meaning of the Constitution of the United States should not be based on judgments, laws, or pronouncements of foreign institutions unless such foreign judgments, laws, or pronouncements inform an understanding of the original meaning of the Constitution of the United States, and the Appropriate Role of Foreign Judgements in the Interpretation of American Law, 4 p.m., 2141 Rayburn. Committee on Resources, oversight hearing entitled ‘‘The Status of the Eastern Oyster (Crassostrea virginica) and the Petition to List the Eastern Oyster as Endangered or Threatened under the Endangered Species Act,’’ 2 p.m., 1324 Longworth. Subcommittee on Water and Power, oversight hearing entitled ‘‘Maintaining and Upgrading the Bureau of Reclamation’s Facilities to Improve Power Generation, Enhance Water Supply and Keep our Homeland Secure,’’ 11 a.m., 1324 Longworth. Committee on Rules, to consider H.R. 3070, National Aeronautics and Space Administration Authorization Act of 2005, 4 p.m., H–313 Capitol."
133,CREC-2014-02-27-pt1-PgD191,1,"Committee on Oversight and Government Reform: Subcommittee on Energy Policy, Health Care, and Entitlements held a hearing entitled ‘‘Examining the Endangered Species Act’’. Testimony was heard from Michael Bean, Counselor, Fish and Wildlife and Parks, Department of Interior; and Samuel Rauch, Deputy Assistant Administrator, Regulatory Programs, National Oceanic and Atmospheric Administration, Fisheries Services, Department of Commerce."
134,CREC-1997-04-10-pt1-PgD319,1,"Committee on Resources: Held a hearing on H.R. 478, to amend the Endangered Species Act of 1973 to improve the ability of individuals and local, State, and Federal agencies to comply with that act in building, operating, maintaining, or repairing flood control projects, facilities, or structures. Testimony was heard from Michael L. Davis, Deputy Assistant Secretary, Army (Civil Works) Policy and Legislation, Department of Defense; John R. Garamendi, Deputy Secretary, Department of the Interior; and public witnesses."
135,CREC-2011-07-26-pt1-PgD845,1,"Rejected: Lamborn amendment that sought to eliminate funding for several land acquisition accounts and apply $50,721,000 to the spending reduction account and Pages H5548–49 Jackson Lee (TX) amendment that sought to increase funding, by offset, for Environmental Programs and Management by $5 million. Pages H5573–75 Withdrawn: Norton amendment that was offered and subsequently withdrawn that would have redirected $300,000 in funding with respect to National Recreation and Preservation and Pages H5564–65 Mica amendment that was offered and subsequently withdrawn that would have increased funding, by offset, for National Park Service, Construction by $2 million. Pages H5566–69 Proceedings Postponed: Clarke (MI) amendment that seeks to increase funding, by offset, for Environmental Programs and Management by $10 million; Pages H5544–46 Dicks amendment that seeks to strike the proviso relating to funding limitations for carrying out certain subsections of the Endangered Species Act; Pages H5550–61 Tonko amendment that seeks to increase funding, by offset, for National Recreation and Preservation by $8,408,000; Pages H5562–63 Amash amendment (No. 5 printed in the Congressional Record of July 25, 2011) that seeks to striking funding for the National Capital Performing Arts/Capital Concerts and apply the savings to the spending reduction account; Pages H5563–64 Dold amendment that seeks to increase funding, by offset, for Environmental Programs and Management by $24,700,000; Pages H5570–71 Reed amendment (No. 44 printed in the Congressional Record of July 25, 2011) that seeks to increase funding, by offset, for State and Private Forestry by $8,291,000; and Pages H5571–72 Scalise amendment, as modified, that seeks to reduce funding for the Office of the Secretary, Departmental Operations by $420,000. Pages H5572–73 H. Res. 363, the rule providing for consideration of the bill, was agreed to yesterday, July 25th. Amendments: Amendments ordered printed pursuant to the rule appear on pages H5581–82. Quorum Calls—Votes: Three yea-and-nay votes and 11 recorded votes developed during the proceedings of today and appear on pages H5507,"
136,CREC-2003-05-21-pt2-PgD566,1,"Frm 00006 Fmt 0627 (agreed to by yea-and-nay vote of 426 yeas with none voting ‘‘nay,’’ Roll No. 204); Pages H4398–99 Supplemental Report: The Committee on Armed Services received permission to file a supplemental report on H.R. 1588, National Defense Authorization for Fiscal Year 2004. Page H4402 National Defense Authorization for Fiscal Year 2004: The House completed general debate and began considering amendments to H.R. 1588, to authorize appropriations for fiscal year 2004 for military activities of the Department of Defense and to prescribe military personnel strengths for fiscal year 2004. Proceedings will resume on Thursday, May 22. Pages H4402–H4511 Pursuant to the rule, the amendment in the nature of a substitute recommended by the Committee on Armed Services and printed in the bill (H. Rept. 108–106) was considered as an original bill for the purpose of amendment. Pages H4419–92 Agreed To: Hunter amendment No. 1 printed in H. Rept. 108–120 that makes technical, clarifying changes; strikes Section 317(a) concerning the Endangered Species Act and maintains ‘‘prudent and determinable designation’’; and replaces Section 318(a) concerning Marine Mammal Protection Act to define harassment in the case of military readiness activities only (agreed to by recorded vote of 252 ayes to 175 noes, Roll No. 205); Pages H4492–93, H4497–98 Goode amendment No. 2 printed in H. Rept. 108–120 that authorizes the Secretary of Defense to assign members of the Army, Navy, Air Force, and Marine Corps to assist the Bureau of Border Security and the Customs Service at the request of the Secretary of Homeland Security (agreed to by recorded vote of 250 ayes to 179 noes, Roll No. 206); Pages H4494–97, H4498 Hoeffel amendment No. 5 printed in H. Rept. 108–120 that requires an annual report from the President on the strategic nuclear warheads dismantled pursuant to the treaty between the United States and the Russian Federation on Strategic Reductions; Pages H4506–07 Goss amendment No. 7 printed in H. Rept. 108–120 that requires the Secretary of Defense to assess the costs to the United States associated with the location of the headquarters of the North Atlantic Treaty Organization (NATO) in Brussels, Belgium and the costs and benefits of relocating that headquarters to a suitable location in another NATO member country; and Pages H4508–09 Hunter amendment No. 9 printed in H. Rept. 108–120 that expresses the sense of Congress that the expansion of the NATO alliance and the evolution of its military mission requires a fundamental Sfmt 0627"
137,CREC-2003-04-03-pt2-PgD352,1,"April 10, Full Committee, business meeting to consider comprehensive energy legislation, 10 a.m., SD–366. Committee on Environment and Public Works: April 8, Subcommittee on Clean Air, Climate Change, and Nuclear Safety, to hold hearings to examine S. 485, to amend the Clean Air Act to reduce air pollution through expansion of cap and trade programs, to provide an alternative regulatory classification for units subject to the cap and trade program, 2 p.m., SD–406. April 10, Subcommittee on Fisheries, Wildlife, and Water, to hold oversight hearings to examine the designation of critical habitat under the Endangered Species Act, 9:30 a.m., SD–406. Committee on Finance: April 8, to hold hearings to examine Enron, focusing on the Joint Committee on Taxation Report on compensation-related issues, 10 a.m., SD–215. April 9, Full Committee, to hold hearings to examine the annual report for 2003 of the Board of Trustees of the Federal Old Age and Survivors Insurance and Disability Insurance Trust Funds, 10 a.m., SD–215. Committee on Foreign Relations: April 8, to resume hearings to examine NATO enlargement, 9:30 a.m., SH–216. April 8, Subcommittee on International Economic Policy, Export and Trade Promotion, to hold hearings to examine global energy security issues, 2:30 p.m., SD–419. April 9, Full Committee, business meeting to consider proposed legislation entitled ‘‘Foreign Relations Authorization Act’’, to authorize appropriations for the Department of State, and United States international broadcasting activities, 9:30 a.m., SD–419. April 9, Full Committee, to hold hearings to examine the nominations of Joseph LeBaron, of Oregon, to be Ambassador to the Islamic Republic of Mauritania, Gregory W. Engle, of Colorado, to be Ambassador to the Togolese Republic, Wayne E. Neill, of Nevada, to be Ambassador to the Republic of Benin, and Helen R. Meagher La Lime, of Florida, to be Ambassador to the Republic of Mozambique, 3 p.m., SD–419. April 9, Full Committee, to hold hearings to examine the nominations of Heather M. Hodges, of Ohio, to be Ambassador to the Republic of Moldova, Eric S. Edelman, of Virginia, to be Ambassador to the Republic of Turkey, Ralph Frank, of Washington, to be Ambassador to the Republic of Croatia, Reno L. Harnish, of California, to be Ambassador to the Republic of Azerbaijan, and Stephen D. Mull, of Virginia, to be Ambassador to the Republic of Lithuania, 4:30 p.m., SD–419. Committee on Governmental Affairs: April 8, Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia, to hold joint hearings with the House Subcommittee on Civil Service and Agency Organization to examine the federal government’s strategic human capital management and consider pending legislation on the federal workforce, 9:30 a.m., SD–342. April 9, Full Committee, to hold hearings to examine Homeland Security, 9:30 a.m., SD–342. April 10, Full Committee, to hold hearings to examine the nomination of Peter Eide, of Maryland, to be General Counsel of the Federal Labor Relations Authority, 9:30 a.m., SD–342. April 10, Full Committee, to hold hearings to examine prosecuting Iraqi war crimes, 12 noon, SD–342."
138,CREC-2011-10-07-pt1-PgD1068-6,1,"Frm 00004 Fmt 0627 Reuse and Management Act’’; and H.R. 358 the ‘‘Protect Life Act.’’ 3 p.m., H–313 Capitol. Committee on Science, Space, and Technology: October 12, Subcommittee on Research and Science Education, hearing entitled ‘‘What Makes for Successful K–12 STEM Education: A Closer Look at Effective STEM Education Approaches.’’ 10 a.m., 2318 Rayburn. October 12, Subcommittee on Space and Aeronautics, hearing entitled ‘‘The International Space Station: Lessons from the Soyuz Rocket Failure and Return to Flight.’’ 2 p.m., 2318 Rayburn. October 13, Subcommittee on Investigations and Oversight, hearing entitled ‘‘The Endangered Species Act: Reviewing the Nexus of Science and Policy.’’ 10 a.m., 2318 Rayburn. October 13, Subcommittee Energy and Environment, hearing entitled ‘‘Advancing Coal Research and Development for a Secure Energy Future.’’ 2 p.m., 2318 Rayburn. Committee on Small Business: October 12, full Committee, hearing entitled ‘‘LightSquared: The Impact to Small Business GPS Users.’’ 1 p.m., 2360 Rayburn. Committee on Transportation and Infrastructure: October 12, Subcommittee on Highways and Transit, hearing entitled ‘‘National Infrastructure Bank: More Bureaucracy and More Red Tape.’’ 10 a.m., 2167 Rayburn. October 13, Subcommittee on Economic Development, Public Buildings, and Emergency Management, hearing entitled ‘‘Streamlining Emergency Management: Improving Preparedness, Response, and Cutting Costs.’’ 8:30 a.m., 2167 Rayburn. Committee on Veterans’ Affairs: October 12, full Committee, hearing entitled ‘‘Failures at Miami VAMC: Window to a National Problem.’’ 10 a.m., 334 Cannon. House Permanent Select Committee on Intelligence: October 11, full Committee, hearing on ongoing intelligence activities, 4 p.m., HVC–304."
139,CREC-2005-09-28-pt1-PgD979,1,"Public Bills and Resolutions Introduced: 10 public bills, H.R. 3928–3937; and 2 resolutions, H. Con. Res. 255; and H. Res. 471 were introduced. Pages H8512–13 Additional Cosponsors: Pages H8513–14 Reports Filed: Reports were filed today as follows: H. Res. 468, waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules (Rept. 109–238); H. Res. 469, providing for consideration of the joint resolution (H.J. Res. 68) making continuing appropriations for the fiscal year 2006, and for other purposes; for consideration of motions to suspend the rules; and addressing a motion to proceed under section 2908 of the Defense Base Closure and Realignment Act of 1990 (Rept. 109–239); and H. Res. 470, providing for consideration of the bill (H.R. 3824) to amend and reauthorize the Endangered Species Act of 1973 to provide greater results conserving and recovering listed species, and for other purposes (Rept. 109–240). Page H8512 Speaker: Read a letter from the Speaker wherein he appointed Representative Shaw to act as Speaker pro tempore for today. Page H8391 Chaplain: The prayer was offered today by Rev. Thomas Johns, Pastor, St. John Vianney Parish, Mentor, Ohio. Page H8391 Department of Homeland Security Appropriations Act, 2006—Motion to go to Conference: The House disagreed to the Senate amendment and agreed to a conference on H.R. 2360, to make appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2006. Pages H8395–H8405 Rejected the Sabo motion to instruct conferees by a yea-and-nay vote of 196 yeas to 227 nays, Roll No. 497. Pages H8395–H8401, H8405 Appointed as conferees: Representatives Messrs. Rogers of Kentucky, Wamp, Latham, Mrs. Emerson, Messrs. Sweeney, Kolbe, Istook, LaHood, Crenshaw, Carter, Lewis of California, Sabo, Price of North Carolina, Serrano, Ms. Roybal-Allard, Messrs. Bishop of Georgia, Berry, Edwards, and Obey. Page H8406 SUSPENSIONS: The House agreed to suspend the rules and pass the following measures: Assistance for Individuals with Disabilities Affected by Hurricanes Katrina and Rita Act of 2005: H.R. 3864, amended, to provide vocational"
140,CREC-2011-05-11-pt1-PgD487,1,"Subcommittee on Transportation Security, markup of the following: H.R. 1690, MODERN Security Credentials Act; H.R. 1801, Risk-Based Security Screening for Members of The Armed Forces Act; and H.R. 1165, Transportation Security Administration Ombudsman Act of 2011. 11 a.m., 311 Cannon. Committee on Natural Resources, Subcommittee on Water and Power, hearing on the following: H.R. 470, to further allocate and expand the availability of hydroelectric power generated at Hoover Dam, and for other purposes; H.R. 489, to clarify the jurisdiction of the Secretary of the Interior with respect to the C.C. Cragin Dam and Reservoir, and for other purposes; and H.R. 818, to direct the Secretary of the Interior to allow for prepayment of repayment contracts between the United States and the Uintah Water Conservancy District. 10 a.m., 1334 Longworth. Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs, hearing on the following: H.R. 295, to amend the Hydrographic Services Improvement Act of 1998 to authorize funds to acquire hydrographic data and provide hydrographic services specific to the Arctic for safe navigation, delineating the United States extended continental shelf, and the monitoring and description of coastal changes; H.R. 670, to convey certain submerged lands to the Commonwealth of the Northern Mariana Islands in order to give that territory the same benefits in its submerged lands as Guam, the Virgin Islands, and American Samoa have in their submerged lands; H.R. 991, to amend the Marine Mammal Protection Act of 1972 to allow importation of polar bear trophies taken in sport hunts in Canada before the date the polar bear was determined to be a threatened species under the Endangered Species Act of 1973; H.R. 1160, McKinney Lake National Fish Hatchery Conveyance Act; H.R. 1670, Sikes Act Amendments Act. 11 a.m., 1324 Longworth. Committee on Oversight and Government Reform, Subcommittee on Health Care, DC, Census and the National Archives, hearing entitled ‘‘The District of Columbia’s"
141,CREC-2014-07-17-pt1-PgD809,1,"transferred to the town of Tremont, Maine, and for other purposes (H. Rept. 113–535); H.R. 4562, to authorize early repayment of obligations to the Bureau of Reclamation within the Northport Irrigation District in the State of Nebraska (H. Rept. 113–536); H.R. 4315, to amend the Endangered Species Act of 1973 to require publication on the Internet of the basis for determinations that species are endangered species or threatened species, and for other purposes, with an amendment (H. Rept. 113–537); H.R. 4316, to amend the Endangered Species Act of 1973 to improve the disclosure of certain expenditures under that Act, and for other purposes, with an amendment (H. Rept. 113–538); H.R. 4317, to amend the Endangered Species Act of 1973 to require disclosure to States of the basis of determinations under such Act, to ensure use of information provided by State, tribal, and county governments in decisionmaking under such Act, and for other purposes (H. Rept. 113–539); and H.R. 4318, to amend the Endangered Species Act of 1973 to conform citizen suits under that Act with other existing law, and for other purposes (H. Rept. 113–540, Pt. 1). Page H6397 Motion to Instruct Conferees: The House rejected the Gallego motion to instruct conferees on H.R. 3230 by a yea-and-nay vote of 201 yeas to 213 nays, Roll No. 430. The motion was debated yesterday, July 16th. Pages H6363–64 Fighting Hunger Incentive Act of 2014: The House passed H.R. 4719, to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory, by a yea-and-nay vote of 277 yeas to 130 nays, Roll No. 432. Pages H6357–78 Rejected the Van Hollen motion to recommit the bill to the Committee on Ways and Means with instructions to report the same back to the House forthwith with an amendment, by a yea-and-nay vote of 185 yeas to 227 nays, Roll No. 431. Pages H6375–78 Pursuant to the rule, an amendment in the nature of a substitute consisting of the text of Rules Committee Print 113–51 shall be considered as adopted, in lieu of the amendment in the nature of a substitute recommended by the Committee on Ways and Means now printed in the bill. Page H6364 H. Res. 670, the rule providing for consideration of the bill, was agreed to by a recorded vote of 230 DSKD7QTVN1PROD with CONG-REC-ONLINE ayes to 183 noes, Roll No. 429, after the previous question was ordered by a yea-and-nay vote of 226 yeas to 186 nays, Roll No. 428. Pages H6362–63 VerDate Sep 11 2014 13:31 Oct 05, 2015 Jkt 000000"
142,CREC-2018-11-27-pt1-PgD1206,1,"115–1043); H.R. 3121, to require the purchase of domestically made flags of the United States of America for use by the Federal Government, with an amendment (H. Rept. 115–1044); H.R. 3154, to amend the Inspector General Act of 1978 relative to the powers of the Department of Justice Inspector General (H. Rept. 115–1045); H.R. 6777, to amend chapter 3 of title 5, United States Code, to require the publication of settlement agreements, and for other purposes (H. Rept. 115–1046); H.R. 3588, to amend the Magnuson-Stevens Fishery Conservation and Management Act to provide for management of red snapper in the Gulf of Mexico, and for other purposes (H. Rept. 115–1047); H.R. 3608, to amend the Endangered Species Act of 1973 to require publication on the Internet of the basis for determinations that species are endangered SSpencer on DSKBBXCHB2PROD with DIGEST species or threatened species, and for other purposes (H. Rept. 115–1048); H.R. 4731, to extend the retained use estate for the Caneel Bay resort in St. John, United States VirVerDate Sep 11 2014 06:39 Nov 28, 2018 Jkt 089060"
143,CREC-2018-11-27-pt1-PgD1206,2,"gin Islands, and for other purposes, with an amendment (H. Rept. 115–1049); H.R. 6346, to amend the Endangered Species Act of 1973 to provide for consideration of the totality of conservation measures in determining the impact of proposed Federal agency action (H. Rept. 115–1050); H.R. 6345, to provide for greater county and State consultation with regard to petitions under the Endangered Species Act of 1973, and for other purposes (H. Rept. 115–1051); H.R. 6365, to establish the Treaty of Guadalupe Hidalgo Land Grant-Merced Claims Commission and other Federal policies for the restoration of land for hardships resulting from the incomplete and inequitable implementation of the Treaty of Guadalupe Hidalgo, to affirm Land Grant-Merced property rights protected by the Treaty of Guadalupe Hidalgo, and for other purposes, with an amendment (H. Rept. 115–1052); and H.R. 6678, to direct the Secretary of the Interior to convey certain National Park Service land in Fairfax County, Virginia, to the Friends of the Claude Moore Farm (H. Rept. 115–1053). Pages H9666–67 Speaker: Read a letter from the Speaker wherein he appointed Representative Mitchell to act as Speaker pro tempore for today. Page H9577 Recess: The House recessed at 12:18 p.m. and reconvened at 2 p.m. Page H9579 Journal: The House agreed to the Speaker’s approval of the Journal by voice vote. Pages H9579, H9657 Recess: The House recessed at 2:07 p.m. and reconvened at 4:10 p.m. Page H9580"
144,CREC-2014-07-15-pt1-PgD790,1,"Full Committee, to hold hearings to examine consumer choice, consolidation and the future video marketplace, 2:30 p.m., SH–216. Committee on Environment and Public Works: Subcommittee on Water and Wildlife, to hold hearings to examine S. 571, to amend the Federal Water Pollution Control Act to establish a deadline for restricting sewage dumping into the Great Lakes and to fund programs and activities for improving wastewater discharges into the Great Lakes, S. 1153, to establish an improved regulatory process for injurious wildlife to prevent the introduction and establishment in the United States of nonnative wildlife and wild animal pathogens and parasites that are likely to cause harm, S. 1175, to require the Secretary of the Treasury to establish a program to provide loans and loan guarantees to enable eligible public entities to acquire interests in real property that are in compliance with habitat conservation plans approved by the Secretary of the Interior under the Endangered Species Act of 1973, S. 1202, to establish an integrated Federal program to respond to ongoing and expected impacts of extreme DSKD7QTVN1PROD with CONG-REC-ONLINE weather and climate change by protecting, restoring, and conserving the natural resources of the United States, and to maximize government efficiency and reduce costs, in cooperation with State, local, and tribal governments and VerDate Sep 11 2014 13:28 Oct 05, 2015 Jkt 000000"
145,CREC-1995-03-02-pt1-PgD274-2,1,"Committee on Environment and Public Works: Subcommittee on Drinking Water, Fisheries and Wildlife held oversight hearings on the implementation of Section 7 of the Endangered Species Act by the Forest Service and the National Marine Fisheries"
146,CREC-2020-09-23-pt1-PgD838-2,1,"Committee on Environment and Public Works: Committee concluded a hearing to examine S. 4589, to amend the Endangered Species Act of 1973 to increase transparency, to support regulatory certainty, and to reauthorize that Act, focusing on modernizing the Endangered Species Act, after receiving testimony from Wyoming Governor Mark Gordon, Cheyenne; Liesa Priddy, Florida Cattlemen’s Association, Immokalee, on behalf of the National Cattlemen’s Beef Association; and Jamie Rappaport Clark, Defenders of Wildlife, Leesburg, Virginia."
147,CREC-1998-03-05-pt1-PgD180,1,"Committee on Resources: Held an oversight hearing on Endangered Species Act. Testimony was heard from Jamie Rappaport Clark, Director, Fish and Wildlife Service, Department of the Interior; and Rolland Schmitten, Director, National Marine Fisheries Service, Department of Commerce."
148,CREC-2016-02-03-pt1-PgD96,1,"Committee on Environment and Public Works: Committee concluded a hearing to examine the Stream Protection Rule, focusing on impacts on the environment and implications for Endangered Species Act and Clean Water Act implementation, after receiving testimony from Joseph G. Pizarchik, Director, Office of Surface Mining Reclamation and Enforcement, Department of the Interior; Lanny E. Erdos, Ohio Department of Natural Resourses Chief of the Division of Mineral Resources Management, Columbus; Clay Larkin, Kentucky Coal Association, Lexington; and Matt Wasson, Appalachian Voices, Boone, North Carolina."
