GOID,Date,Topic
293017507,1994-11-19,6
293017619,1994-11-03,6
293022201,1994-11-11,2
293023006,1995-01-13,5
293027451,1995-06-22,5
293027789,1995-01-13,5
293030589,1995-03-26,2
293034602,1994-10-30,6
293035150,1995-08-29,3
293036332,1995-08-19,3
293036719,1995-04-22,4
293036911,1995-06-18,6
293037078,1995-06-18,3
293040142,1995-03-24,4
293041004,1995-08-26,3
293045111,1995-02-24,5
293047613,1995-04-20,3
293055264,1995-04-18,8
293055525,1995-06-01,8
293057392,1995-09-23,7
293060052,1995-06-27,1
293060922,1995-04-16,8
293062710,1995-07-11,8
293067987,1995-06-24,5
293069596,1995-09-19,2
293069965,1995-05-14,6
293070835,1995-03-31,2
293078301,1995-03-25,5
293078714,1995-03-17,4
293081595,1995-03-23,4
293082872,1995-10-29,4
293083586,1995-10-19,6
293084087,1995-08-31,0
293084996,1995-04-30,0
293085808,1995-07-05,1
293087281,1995-09-28,4
293089578,1995-02-17,4
293091563,1995-03-24,5
293092531,1995-10-15,1
293095811,1995-05-02,8
293097293,1995-06-06,6
293098821,1995-09-10,3
293099715,1995-03-21,7
293099962,1995-07-18,6
293102460,1995-09-08,7
293103607,1995-11-16,7
293107353,1995-11-17,6
293110762,1995-10-15,
293113893,1995-03-07,5
293115850,1995-03-19,5
293115883,1995-06-07,5
293117420,1995-04-23,6
293119660,1995-07-05,6
293120100,1995-08-26,1
293121298,1995-10-16,1
293125814,1995-11-20,0
293127330,1995-03-04,4
293128253,1995-11-24,4
293128729,1995-07-02,0
293131543,1995-10-16,1
293133749,1995-10-14,0
293134581,1995-11-23,0
293139399,1995-05-25,1
293140473,1995-05-25,4
293141979,1995-07-16,8
293144786,1995-04-16,4
293145470,1995-08-11,6
293146263,1995-11-04,6
293149179,1995-08-10,3
293153842,1995-05-02,
293157116,1995-09-06,5
293158332,1995-11-13,8
293161130,1995-08-09,1
293165401,1995-12-18,4
293169165,1995-05-13,6
293170648,1995-05-12,5
293172297,1995-05-29,1
293172506,1995-04-10,0
293175006,1995-12-24,3
293175291,1995-05-11,5
293176946,1995-10-01,2
293178904,1995-04-09,8
293186156,1995-09-06,6
293192324,1996-02-25,6
293193749,1995-08-06,1
293195609,1996-02-23,
293198127,1995-12-02,6
293199131,1996-02-21,1
293201675,1995-12-26,3
293201709,1995-07-10,7
293202319,1995-09-21,4
293205896,1995-12-24,3
293207171,1995-04-02,3
293208524,1995-10-24,0
293208901,1996-02-01,0
293208944,1995-09-25,7
293211391,1995-11-05,3
293216040,1996-03-26,6
293222850,1995-06-30,1
293224548,1995-07-18,1
293228554,1995-12-24,3
293229330,1995-12-24,4
293236270,1995-06-13,2
293237157,1996-03-08,7
293248241,1996-03-13,0
293248538,1995-07-21,8
293261625,1996-01-26,
293261723,1995-12-19,5
293261811,1996-04-28,0
293262146,1996-02-22,6
293266500,1996-01-19,5
293269202,1996-04-05,5
293270777,1995-12-25,
293270845,1996-03-24,8
293273371,1995-12-14,1
293273945,1995-09-20,7
293280718,1996-04-11,0
293287210,1995-07-27,4
293287932,1996-02-15,1
293295828,1996-02-10,5
293299803,1996-04-04,5
293304920,1996-06-19,6
293307042,1996-06-10,4
293309532,1995-12-06,6
293310441,1996-01-23,
293315765,1995-07-18,6
293317249,1996-05-27,6
293320125,1996-05-21,1
293323344,1996-05-21,8
293329292,1996-04-23,7
293330637,1996-04-28,3
293330730,1996-05-21,6
293331632,1996-05-04,7
293337461,1996-07-14,1
293342718,1996-04-17,1
293353097,1996-09-25,6
293355274,1996-01-21,6
293363637,1996-03-04,6
293364387,1996-07-18,1
293364660,1996-02-18,0
293364887,1996-08-18,5
293366828,1996-01-16,3
293367838,1996-07-31,1
293373607,1996-09-15,0
293377444,1996-09-02,3
293380759,1996-09-24,6
293383598,1996-04-14,3
293384270,1996-09-01,6
293388851,1996-11-02,5
293398153,1996-12-02,3
293398346,1996-10-30,7
293400524,1996-03-31,0
293402313,1996-10-26,3
293402715,1996-07-18,1
293403057,1996-07-26,1
293404226,1996-07-08,6
293405009,1996-05-10,1
293408114,1996-04-14,1
293409346,1996-07-05,6
293414749,1996-09-04,4
293424182,1996-08-13,4
293425773,1996-11-29,6
293459072,1996-09-01,6
293478893,1996-09-08,0
293480054,1996-12-01,0
293513412,1996-10-30,8
427748116,1990-07-01,2
427754819,1990-08-27,4
427775239,1990-08-05,6
427786332,1990-09-29,2
427793888,1990-09-22,4
427809463,1990-09-08,4
427843976,1990-10-18,0
427919537,1990-12-04,0
427925645,1991-01-30,4
427980986,1991-02-06,2
427981542,1991-02-05,2
428003796,1991-03-23,4
428027161,1991-03-12,1
428029510,1991-04-03,1
428069503,1991-05-14,6
428073625,1991-05-01,1
428113056,1991-06-07,2
428121373,1991-06-18,0
428125533,1991-06-18,2
428183143,1991-09-28,2
428186454,1991-09-24,0
428194058,1991-09-22,7
428208610,1991-09-12,2
428223345,1991-09-01,1
428230556,1991-10-27,2
428232164,1991-10-27,0
428252313,1991-10-09,0
428254349,1991-10-02,2
428275280,1991-11-19,7
428281951,1991-11-15,1
428282920,1991-11-03,7
428348642,1992-01-20,4
428367487,1992-01-09,1
428370761,1992-01-01,1
428379520,1992-02-27,7
428386448,1992-02-21,3
428386585,1992-02-21,4
428389071,1992-02-16,4
428392635,1992-02-15,1
428407523,1992-03-31,1
428412448,1992-03-29,4
428416502,1992-03-23,4
428428884,1992-03-14,4
428448657,1992-04-29,4
428475842,1992-04-05,7
428488043,1992-05-31,5
428492123,1992-05-20,4
428495456,1992-05-18,4
428510551,1992-05-12,3
428511896,1992-05-15,1
428526849,1992-05-30,0
428532185,1992-05-26,3
428534846,1992-05-26,2
428546389,1992-06-25,0
428553396,1992-06-13,1
428554183,1992-06-14,6
428566639,1992-06-04,4
428575457,1992-07-31,4
428641710,1992-08-09,4
428661413,1992-09-21,6
428668897,1992-09-30,4
428672617,1992-09-27,2
428676170,1992-09-15,1
428679053,1992-09-14,5
428709839,1992-10-13,7
428745091,1992-10-22,4
428788501,1992-11-01,5
428805635,1992-12-04,2
428816356,1992-12-16,1
428872572,1993-01-16,4
428874924,1993-01-15,2
428900303,1993-02-21,1
428918424,1993-02-17,4
428921558,1993-02-13,4
428924565,1993-02-10,6
428925692,1993-02-12,6
428942951,1993-03-28,1
428955063,1993-03-26,5
428956040,1993-03-27,1
428957844,1993-03-25,5
428968315,1993-03-14,1
428968686,1993-03-16,1
428980126,1993-03-06,5
428996176,1993-03-02,3
429001761,1993-04-16,1
429013357,1993-04-18,2
429032780,1993-04-03,3
429039631,1993-04-01,4
429039824,1993-04-02,3
429059820,1993-05-11,1
429181383,1993-07-01,4
429309465,1993-10-17,0
429312441,1993-10-12,0
429344955,1993-11-26,5
429359903,1993-11-16,3
429378525,1993-11-08,6
429391891,1993-12-16,3
429458930,1994-03-30,4
429461998,1994-03-27,5
429463324,1994-03-29,7
429473616,1994-03-14,0
429691587,1994-04-30,7
429719117,1994-04-05,5
429753730,1994-05-10,0
429760787,1994-06-30,1
429761416,1994-05-04,1
429764738,1994-06-26,2
429771136,1994-06-24,3
429779968,1994-06-12,0
429785005,1994-06-12,
429785856,1994-06-12,
429790158,1994-06-12,
429793236,1994-06-07,2
429799742,1994-07-03,2
429815965,1994-07-21,7
429819038,1994-07-19,0
429882789,1994-09-09,7
429944094,1994-11-22,0
429969018,1994-11-05,4
429969420,1994-12-22,3
429982985,1994-12-18,2
429989856,1994-12-16,3
429998639,1995-01-22,1
430010897,1995-01-10,0
430012910,1995-01-16,3
430013080,1995-01-06,1
430014917,1995-01-07,0
430017321,1995-01-08,2
430018347,1995-01-04,0
430039951,1995-02-28,2
430043157,1995-02-22,4
430043425,1995-02-28,4
430061092,1995-02-17,4
430067951,1995-02-14,1
430071338,1995-03-24,4
430073525,1995-03-18,0
430083765,1995-03-17,5
430084568,1995-03-27,0
430095491,1995-03-07,2
430096453,1995-03-07,0
430096875,1995-03-05,3
430096932,1995-03-07,1
430097720,1995-03-04,4
430098883,1995-03-02,2
430101811,1995-03-03,4
430103599,1995-03-03,4
430111006,1995-03-31,0
430124279,1995-04-26,3
430128399,1995-04-25,4
430130857,1995-04-13,4
430133738,1995-04-18,1
430140068,1995-04-17,4
430140701,1995-04-18,4
430155612,1995-05-28,7
430158799,1995-05-25,3
430166788,1995-05-15,4
430166862,1995-05-15,3
430168738,1995-05-17,4
430175317,1995-05-16,1
430192477,1995-06-27,6
430196559,1995-06-21,0
430198034,1995-06-30,4
430200022,1995-06-21,6
430200397,1995-06-21,4
430232853,1995-07-21,5
430233133,1995-07-21,4
430242513,1995-07-16,8
430244563,1995-07-14,1
430252610,1995-07-11,0
430254591,1995-07-01,2
430267040,1995-08-30,2
430268309,1995-08-28,7
430289559,1995-08-09,4
430291261,1995-08-08,4
430300198,1995-09-08,7
430304034,1995-08-08,0
430326003,1995-09-22,7
430327642,1995-09-03,0
430328751,1995-10-29,4
430332811,1995-10-24,4
430333805,1995-10-24,
430337759,1995-10-29,
430361104,1995-10-13,2
430366480,1995-10-13,
430380503,1995-10-03,0
430387593,1995-10-03,
430410313,1995-11-13,7
430417275,1995-11-01,4
430418516,1995-11-01,
430433629,1995-12-15,4
430435992,1995-12-03,0
430461606,1996-01-31,8
430463091,1996-01-21,4
430466197,1995-12-06,2
430476331,1996-01-08,0
430484311,1996-01-07,0
430493354,1996-01-08,
430494225,1996-02-11,2
430495454,1996-02-11,0
430498843,1996-01-02,0
430503601,1996-02-27,3
430511250,1996-03-26,6
430511309,1996-01-02,4
430512872,1996-03-18,6
430514497,1996-03-25,8
430516390,1996-02-27,5
430530404,1996-03-14,4
430537542,1996-04-24,4
430542208,1996-04-25,7
430566627,1996-05-27,0
430570009,1996-05-20,4
430570117,1996-05-21,1
430572168,1996-05-14,7
430574980,1996-05-16,4
430592775,1996-06-25,3
430603575,1996-06-09,4
430604389,1996-06-09,0
430607573,1996-07-14,3
430618092,1996-07-14,
430625543,1996-07-31,8
430626359,1996-08-19,4
430632033,1996-07-31,5
430635338,1996-08-04,6
430649654,1996-08-13,4
430655844,1996-09-17,0
430658484,1996-09-15,5
430659362,1996-09-17,0
430673243,1996-10-30,2
430684405,1996-10-07,4
430685158,1996-10-05,8
430688617,1996-10-02,4
430695924,1996-11-14,6
430702381,1996-12-16,1
430708750,1996-12-17,0
430709467,1996-12-10,0
430711801,1996-12-17,0
430715186,1996-12-11,4
430721316,1997-01-24,3
430726656,1997-01-07,0
430734951,1997-02-16,3
430737264,1997-02-02,0
430737336,1997-02-02,1
430748506,1997-03-20,6
430752925,1997-03-07,0
430755778,1997-03-04,0
430769295,1997-04-26,5
430770213,1997-04-27,3
430775820,1997-05-27,2
430776384,1997-05-25,
430779613,1997-05-24,7
430783952,1997-05-09,6
430789242,1997-05-08,7
430790338,1997-05-08,4
430808652,1997-07-01,6
430813470,1997-07-02,4
430863441,1997-11-25,7
430869525,1997-11-28,0
430887841,1997-12-23,0
430894100,1997-12-14,1
430908339,1998-01-11,3
430919255,1998-02-27,3
430922762,1998-02-13,7
430924911,1998-02-15,4
430934605,1998-03-28,6
430935045,1998-03-31,0
430938930,1998-03-20,0
430939430,1998-03-13,6
430944001,1998-03-13,0
430957321,1998-04-19,0
430958278,1998-04-20,4
430966242,1998-04-09,7
430973771,1998-05-10,8
430983518,1998-06-29,7
430990673,1998-06-23,0
430992222,1998-05-06,2
430992524,1998-06-21,6
430993090,1998-06-21,3
430998156,1998-06-02,0
430999367,1998-06-14,3
431002109,1998-06-02,1
431024573,1998-08-18,0
431028802,1998-08-09,7
431031062,1998-08-09,3
431031555,1998-08-02,
431046611,1998-09-13,7
431063805,1998-10-10,3
431065560,1998-11-27,7
431068734,1998-11-01,4
431092472,1998-12-06,0
431106217,1999-01-12,0
431111700,1999-01-23,6
431121667,1999-01-02,3
431123101,1999-02-27,3
431138614,1999-03-17,0
431138717,1999-03-17,4
431144743,1999-03-09,2
431144977,1999-03-16,7
431145174,1999-03-05,3
431151682,1999-03-21,1
431152640,1999-03-19,4
431153540,1999-03-07,3
431167750,1999-04-10,2
431170988,1999-04-15,2
431175813,1999-06-29,3
431176167,1999-05-19,5
431176198,1999-05-12,0
431178283,1999-05-04,0
431187510,1999-06-18,6
431191999,1999-06-04,7
431195255,1999-06-03,4
431195856,1999-06-01,7
431196241,1999-06-01,0
431208504,1999-07-07,7
431211263,1999-07-03,0
431211690,1999-07-04,2
431215250,1999-08-23,4
431225849,1999-08-18,1
431234206,1999-09-02,0
431234244,1999-09-26,7
431241638,1999-09-14,3
431269510,1999-10-05,7
431290448,1999-11-14,7
431295723,1999-11-09,4
431328199,2000-01-29,3
431366071,2000-02-19,3
431395869,2000-03-19,5
431396334,2000-03-16,0
431408580,2000-04-30,2
431423686,2000-04-03,0
431438870,2000-05-30,7
431456451,2000-05-06,7
431470495,2000-06-04,6
431490073,2000-07-03,0
431513515,2000-08-01,8
431597600,2000-11-14,1
431630472,2000-12-19,0
431632592,2000-12-17,3
431635479,2000-12-15,7
431636141,2000-12-16,4
431638131,2001-01-13,7
431646666,2001-01-10,4
431653746,2001-01-31,7
431658481,2001-01-25,6
431658921,2001-01-26,4
431661221,2001-01-18,7
431662787,2001-01-20,7
431662818,2001-01-20,6
431666838,2001-01-19,7
431667402,2001-02-15,6
431670152,2001-02-21,6
431709114,2001-03-04,0
431712987,2001-04-08,2
431726773,2001-04-12,1
431729315,2001-04-15,2
431753635,2001-05-12,4
431755217,2001-05-15,2
431759205,2001-06-30,6
431769693,2001-06-24,0
431771988,2001-06-21,1
431773322,2001-06-20,1
431782506,2001-06-09,2
431789014,2001-06-01,2
431796059,2001-07-25,5
431804943,2001-07-16,3
431805873,2001-07-13,3
431808057,2001-07-14,3
431808262,2001-07-09,1
431810531,2001-07-07,1
431812509,2001-07-06,6
431815516,2001-08-19,7
431829337,2001-08-10,2
431836137,2001-08-30,1
431869436,2001-10-16,0
431921244,2001-12-22,0
431933559,2001-12-18,0
431983412,2002-01-02,3
432000385,2002-02-12,0
432006820,2002-02-05,5
432009216,2002-03-30,3
432010674,2002-02-04,0
432013031,2002-03-24,2
432025194,2002-03-20,1
432030114,2002-03-02,2
432067909,2002-05-10,4
432068305,2002-04-02,3
432077207,2002-05-14,7
432087157,2002-05-12,0
432093914,2002-05-05,3
432095285,2002-05-02,4
432104250,2002-06-25,0
432142711,2002-07-09,0
432158038,2002-08-24,3
432162164,2002-08-09,2
432167737,2002-08-08,2
432189096,2002-09-19,2
432216137,2002-10-19,2
432254939,2002-12-01,3
432265369,2002-12-22,1
432266222,2002-12-17,1
432269211,2002-12-19,2
432286954,2002-12-04,0
432290869,2003-01-19,1
432305733,2003-01-07,3
432312113,2003-01-03,2
432326270,2003-02-06,4
432348662,2003-03-17,1
432359414,2003-03-04,1
432359513,2003-04-30,5
432392876,2003-05-29,1
432394862,2003-05-07,1
432395539,2003-05-21,6
432399003,2003-05-20,0
432399609,2003-05-22,4
432424286,2003-06-22,0
432443662,2003-06-02,3
432453023,2003-07-18,1
432502985,2003-09-09,7
432534164,2003-10-28,0
432635495,2004-01-08,3
432642590,2004-01-28,2
432645067,2004-01-06,1
432645525,2004-01-01,3
432701323,2004-03-23,0
432710689,2004-03-16,0
432728308,2004-04-06,1
432743448,2004-04-25,5
432759213,2004-05-19,0
432772451,2004-05-09,1
432780647,2004-06-27,0
432812522,2004-07-30,2
432812940,2004-07-17,0
432873999,2004-09-01,0
432880026,2004-10-22,2
432892869,2004-10-13,2
432908748,2004-11-27,0
432917111,2004-11-10,1
432924303,2004-11-08,4
432926139,2004-11-02,3
432930547,2004-12-30,0
432933057,2004-12-28,4
432937096,2004-12-23,5
432939107,2004-12-14,0
432942383,2004-12-19,0
432950395,2004-12-03,1
432956055,2004-12-05,4
432963057,2005-01-29,2
432969701,2005-01-08,1
432974559,2005-01-04,0
432988442,2005-02-02,2
432988922,2005-02-05,0
432992879,2005-02-27,0
432996989,2005-02-22,6
432997864,2005-02-18,7
433006703,2005-03-22,2
433037090,2005-04-19,4
433048365,2005-04-05,1
433053936,2005-05-11,3
433054239,2005-05-24,1
433060640,2005-05-27,1
433077817,2005-06-26,4
433078436,2005-06-12,3
433084075,2005-06-24,6
433091706,2005-06-14,6
433093198,2005-06-11,2
433104293,2005-07-24,0
433104895,2005-07-02,6
433108540,2005-07-23,0
433111087,2005-07-20,6
433112508,2005-07-22,6
433122523,2005-07-04,1
433138270,2005-08-20,7
433138940,2005-08-14,0
433150741,2005-09-26,0
433151148,2005-09-28,4
433151162,2005-09-30,5
433157187,2005-09-18,3
433162041,2005-09-20,1
433168260,2005-09-11,6
433188930,2005-10-12,6
433206229,2005-11-16,0
433216406,2005-11-07,4
433216928,2005-11-06,6
433219059,2005-11-05,6
433228245,2005-12-27,3
433272020,2006-01-04,0
433282439,2006-02-11,6
433285746,2006-02-14,7
433300343,2006-03-21,2
433306550,2006-03-20,0
433309206,2006-03-18,6
433309803,2006-03-11,5
433309941,2006-03-17,4
433332225,2006-04-29,6
433339486,2006-04-02,5
433341767,2006-05-06,2
433344137,2006-05-22,0
433345936,2006-05-27,7
433368077,2006-06-11,6
433371973,2006-07-21,2
433372549,2006-06-09,0
398175406,1990-11-06,0
398199303,1990-05-17,6
398204926,1991-05-28,5
398205691,1991-03-04,3
398206985,1990-09-24,3
398207025,1991-04-09,8
398208937,1991-06-10,7
398212403,1991-06-19,6
398213334,1991-06-18,2
398220672,1991-09-04,3
398227485,1991-05-08,2
398235564,1991-07-22,4
398241649,1992-01-15,3
398246571,1992-01-06,7
398252051,1992-01-07,4
398259109,1991-09-03,5
398259181,1991-10-02,2
398262209,1992-03-05,2
398262730,1992-06-03,4
398269756,1991-08-29,1
398275314,1992-06-15,4
398277308,1992-05-15,1
398279112,1992-05-15,6
398284696,1992-06-05,3
398294678,1992-08-21,6
398295967,1992-09-15,4
398298195,1992-11-17,4
398298803,1991-07-10,1
398300677,1991-03-01,2
398301645,1991-04-29,1
398301881,1992-04-03,5
398305463,1992-06-23,6
398307132,1993-02-17,6
398311700,1993-01-20,2
398313362,1992-06-11,2
398314368,1991-09-06,1
398314370,1992-05-15,6
398314378,1993-04-16,3
398315673,1991-06-05,3
398318999,1993-02-11,2
398330931,1993-01-22,6
398331383,1993-04-13,1
398333714,1992-06-02,2
398334339,1991-09-27,5
398334378,1992-01-09,6
398339250,1993-06-28,6
398344469,1993-03-25,5
398345428,1993-11-02,3
398348173,1993-03-05,5
398348363,1992-09-15,6
398348423,1992-07-23,2
398348437,1991-09-23,2
398348618,1993-10-08,2
398349330,1992-06-30,4
398354611,1992-12-04,1
398354917,1993-12-27,1
398359799,1992-02-14,3
398360213,1993-12-17,2
398361122,1993-04-02,3
398362029,1993-12-16,7
398362206,1992-10-16,4
398373066,1993-11-08,1
398373429,1993-11-22,8
398379364,1993-12-16,3
398381310,1994-03-30,1
398381723,1994-02-09,5
398384202,1994-04-28,6
398384338,1994-05-18,4
398388714,1992-05-14,2
398390370,1994-03-10,1
398390740,1992-09-16,4
398395592,1994-05-03,1
398400307,1992-07-30,8
398400766,1993-12-13,5
398403424,1994-06-03,0
398405989,1994-10-03,4
398409825,1995-01-25,8
398411150,1994-05-17,4
398411714,1994-06-22,4
398415561,1994-12-21,0
398421599,1994-11-23,4
398422127,1995-01-09,1
398423106,1994-12-16,3
398424701,1994-04-15,6
398425592,1995-03-23,4
398426419,1994-10-03,2
398428770,1993-03-26,2
398432305,1995-01-03,4
398432909,1995-04-04,4
398439388,1995-02-28,6
398446151,1995-02-13,6
398447704,1995-04-19,3
398448361,1995-03-07,6
398449801,1995-02-13,3
398450358,1994-09-07,1
398451165,1995-05-08,6
398451457,1994-10-20,1
398451723,1995-06-01,4
398453684,1995-07-20,5
398454570,1993-09-23,2
398456888,1995-03-21,2
398461250,1993-05-04,8
398465204,1994-10-21,8
398467861,1995-07-13,4
398467962,1995-05-03,4
398468417,1995-02-08,5
398470730,1995-03-07,6
398480466,1996-04-29,4
398484392,1995-07-14,4
398485189,1995-02-10,6
398487398,1995-04-14,1
398491913,1995-02-27,4
398493754,1995-08-03,5
398494290,1995-12-26,4
398496115,1995-10-13,0
398499399,1995-10-25,6
398500529,1995-09-28,2
398502189,1996-06-20,3
398503756,1994-06-15,2
398510705,1996-06-27,3
398515570,1996-04-19,1
398517939,1996-05-13,6
398519697,1994-04-19,1
398522950,1996-08-29,3
398524886,1995-10-04,8
398526185,1996-09-09,4
398531317,1996-07-31,2
398532189,1994-04-15,6
398546134,1996-03-05,4
398549511,1995-04-06,0
398555412,1997-03-20,6
398556012,1994-11-15,4
398556532,1997-06-13,0
398558026,1995-08-30,2
398558917,1995-09-20,1
398564010,1995-06-07,4
398570706,1995-02-17,1
398570877,1996-03-26,6
398576295,1995-05-10,8
398577733,1995-06-21,4
398579840,1995-04-03,6
398590434,1995-06-30,6
398597754,1998-02-27,5
398601367,1995-06-07,
398609959,1998-04-08,1
398610249,1995-09-07,2
398614545,1995-08-11,4
398618644,1998-09-23,1
398618922,1998-05-13,1
398620802,1998-05-13,
398630508,1998-11-11,4
398638271,1998-10-28,4
398639731,1999-03-24,8
398640116,1999-03-17,3
398646939,1998-12-30,3
398649105,1998-05-06,1
398649702,1999-03-17,7
398651867,1999-01-13,4
398654718,1999-03-24,8
398662136,1999-02-10,8
398662486,1999-06-30,1
398664881,1999-08-11,4
398668459,1999-08-04,1
398669539,1999-04-28,4
398669626,1999-05-26,1
398673780,1999-09-29,6
398674045,1999-02-03,1
398674294,1999-03-23,1
398676922,1999-06-16,4
398681119,1999-08-18,4
398681520,1999-04-14,3
398682080,1999-10-13,1
398682997,1996-03-26,6
398683443,1996-01-10,4
398683782,1998-06-29,7
398684190,1999-06-09,3
398684528,1999-06-09,4
398685410,1999-12-20,3
398689525,1999-12-15,1
398690123,1999-12-15,1
398696673,1999-09-22,4
398697004,1999-12-08,3
398698818,1999-08-25,1
398698923,1999-08-25,4
398702015,2000-02-02,7
398703221,1999-12-02,4
398705458,1998-12-09,6
398708850,2000-03-08,4
398709431,2000-01-26,4
398711131,1998-05-08,7
398712835,1998-12-09,4
398716480,1999-02-03,1
398718138,1999-05-05,1
398720864,2000-02-02,3
398720911,1996-12-06,2
398721909,1998-03-02,3
398727981,2000-11-01,1
398728627,1999-07-06,0
398729003,1999-05-26,0
398730135,2000-03-22,4
398730835,1999-09-23,4
398731101,1999-09-29,4
398731180,1999-10-11,4
398732489,1999-12-15,4
398733520,2000-03-29,1
398737931,2000-12-15,7
398738765,2000-05-31,7
398742303,1999-07-01,7
398742677,1998-11-04,2
398743024,2000-06-28,7
398743280,2000-06-28,1
398743772,1999-12-01,4
398744859,2001-01-25,6
398746319,1999-12-08,1
398748905,2001-01-19,7
398751752,2001-12-28,8
398753787,2001-05-24,2
398755175,1999-03-01,3
398758278,2000-09-27,3
398760286,2000-09-27,3
398763069,2000-10-31,4
398763893,1997-03-20,6
398767196,2000-02-02,
398769735,2000-10-25,7
398770118,2000-06-21,2
398777525,2000-08-30,4
398779778,2001-03-19,5
398781969,1999-04-08,7
398784171,2001-08-07,0
398784376,2002-09-27,2
398787992,2000-08-23,4
398789137,2000-05-17,4
398798721,1997-10-15,1
398805693,2001-08-24,2
398806377,2001-04-13,4
398809713,1999-02-10,
398811458,2001-07-23,-1
398811544,1999-03-03,4
398814992,2000-06-14,1
398817804,1999-06-02,4
398819851,2000-01-26,3
398829912,1998-09-18,6
398831784,1998-11-25,4
398832981,2001-06-08,4
398834384,1999-08-04,4
398839880,2002-10-02,8
398848407,1999-06-04,7
398850169,2003-05-29,8
398851283,1999-12-17,1
398858842,2003-07-18,5
398859283,2001-12-19,3
398860839,2001-11-20,1
398861769,2001-01-18,7
398863258,1999-09-01,1
398866377,2004-11-19,4
398874876,2000-04-19,4
398887622,2002-08-21,3
398888164,2002-03-12,5
398892867,2004-06-30,4
398894432,2001-11-15,3
398895116,2003-07-30,4
398895273,2002-11-15,4
398898037,2003-03-14,4
398899768,2005-08-15,6
398900316,2002-11-11,4
398905421,2000-10-04,4
398907829,2005-02-02,6
398919441,2004-04-21,1
398929428,2006-02-22,1
398932559,2005-12-27,6
398937701,2001-02-16,4
398938666,2005-07-20,6
398943000,2005-11-04,6
398950551,2005-04-15,3
398960850,2006-12-27,0
398965747,2005-12-27,1
398969124,2005-07-22,8
398969606,2006-11-10,8
398969899,2002-04-24,1
398971142,2006-07-06,6
398981649,2005-09-16,6
398986355,2005-09-30,6
398989220,2005-09-30,6
398992060,2006-01-21,0
398992932,2005-11-05,2
399002349,2008-04-15,4
399007719,2005-09-30,6
399010653,2003-05-21,1
399011069,2008-06-24,2
399016155,2008-05-15,7
399016265,2008-05-15,4
399024520,2008-03-29,4
399024801,2007-06-25,4
399026053,2006-12-28,
399026585,2008-09-13,3
399027051,2008-04-30,7
399027434,2008-01-09,6
399030586,2007-06-25,4
399034016,2007-10-26,1
399037383,2008-04-16,4
399040008,2005-07-21,6
399040149,2005-07-21,6
399042284,2007-06-28,6
399042379,2006-12-27,4
399044599,2008-02-04,7
399047883,2008-11-10,1
399052268,2008-05-16,7
399062326,2006-09-19,4
399065390,2009-02-03,6
399070919,2009-05-09,4
399076896,2009-12-22,3
399081227,2008-11-20,6
399090619,2008-08-12,6
399092838,2010-01-21,3
399094121,2007-11-28,4
399097010,2007-07-02,6
399101223,2009-11-12,5
399102626,2008-08-12,1
399103324,2008-08-12,4
399107765,2008-08-04,8
399115334,2009-08-15,3
399116204,2009-03-21,6
399116565,2009-09-22,5
399117908,2007-11-17,2
399124965,2010-02-22,3
399127093,2008-10-25,1
399139281,2010-03-13,4
408142863,1992-01-14,
408185384,1993-02-13,
408286043,1996-12-12,4
408290858,1997-02-18,0
408298007,1997-01-24,1
408302838,1997-04-07,2
408307476,1997-04-10,9
408309485,1997-04-02,2
408310307,1997-05-23,2
408311242,1997-04-04,3
408313094,1997-03-05,6
408315513,1997-03-14,4
408315574,1997-03-20,1
408316970,1997-01-03,0
408317024,1996-12-23,4
408319935,1997-09-29,3
408322387,1997-05-08,7
408323808,1997-10-14,3
408324632,1997-05-15,
408325043,1997-07-12,6
408325232,1997-07-13,0
408325909,1997-09-30,9
408330093,1997-04-26,8
408330473,1997-07-03,6
408333300,1997-10-12,4
408335480,1997-12-13,0
408337963,1997-09-24,5
408338970,1997-09-24,0
408340962,1998-02-27,3
408341927,1998-02-03,8
408346270,1998-01-30,6
408346947,1998-02-22,7
408353921,1997-12-31,0
408354832,1998-03-05,9
408361819,1998-02-05,0
408362265,1998-04-09,6
408365083,1998-02-01,1
408375384,1998-06-15,8
408381042,1998-08-19,0
408381441,1998-07-15,6
408384479,1998-05-01,4
408386952,1998-09-12,4
408388997,1998-07-29,8
408390110,1998-09-28,0
408390876,1998-05-06,5
408395969,1998-11-29,8
408399361,1998-09-02,8
408406749,1998-11-17,0
408407525,1998-12-28,3
408408346,1998-11-16,0
408408959,1998-12-06,5
408413923,1998-12-19,6
408422578,1998-12-12,0
408428648,1999-02-28,3
408443584,1999-04-30,8
408443780,1999-03-03,8
408448545,1999-03-16,2
408450010,1999-03-17,7
408465277,1999-05-30,8
408472519,1999-06-29,9
408472694,1999-04-06,3
408477822,1999-05-17,0
408489025,1999-06-17,1
408496460,1999-07-03,7
408501945,1999-08-20,2
408507193,1999-09-12,7
408507519,1999-07-20,2
408507562,1999-06-09,4
408509881,1999-07-21,9
408516166,1999-10-30,7
408518400,1999-10-27,7
408524779,1999-10-19,2
408529810,1999-07-20,8
408540201,1999-10-09,6
408542248,1999-11-21,3
408549388,1999-11-15,3
408563987,1999-11-01,3
408582580,1999-12-10,3
408583653,2000-02-04,1
408586528,2000-03-22,0
408588108,2000-04-30,0
408596816,2000-03-01,9
408602699,2000-05-27,1
408622663,2000-05-31,8
408639408,2000-07-22,1
